name,componente,codigo_cmn,n_decreto,categoria,fecha_decreto,nombre,codigo_raiz,observacion_division_politica_administrativa,tipo_de_decreto,fecha_de_publicacion_en_el_diario_oficial,superficie_oficial_en_hectareas,superficie_oficial_en_metros_cuadrados,lon,lat
Estación de Ferrocarriles de Caldera,No aplica,00042_MH_03102,9045,Monumento Histórico,20-07-1964,Estación de Ferrocarriles de Caldera,No aplica,Sin Observaciones,Decreto Supremo,07-09-1964,0,0,-70.82307982,-27.06475703
Cementerio Laico de Caldera,No aplica,00658_MH_03102,316,Monumento Histórico,03-06-1996,Cementerio Laico de Caldera,No aplica,Sin Observaciones,Decreto Exento,17-06-1996,0,0,-70.813946,-27.067087
Casa escuela rural de Monte Grande donde vivió y estudió Gabriela Mistral,No aplica,00241_MH_04105,2174,Monumento Histórico,24-08-1979,Casa escuela rural de Monte Grande donde vivió y estudió Gabriela Mistral,No aplica,Sin Observaciones,Decreto Supremo,20-09-1979,0,0,-70.494121,-30.092912
"Campo de Prisioneros en Río Chico, la capilla de San Rafael, la Chimenea y antiguos hornos del aserradero de Puerto Harris en Isla Dawson",Chimenea,01233_MH_12101,132,Monumento Histórico,10-03-2010,"Campo de Prisioneros en Río Chico, la capilla de San Rafael, la Chimenea y antiguos hornos del aserradero de Puerto Harris en Isla Dawson",01231_MH_13401,Sin Observaciones,Decreto,15-04-2010,"0,0225",225,-70.4518449,-53.83559723
Las Chimeneas de Labrar,Campos de escoria,01286_MH_03303,8377,Monumento Histórico,03-07-1996,Las Chimeneas de Labrar,00258_MH_03303,Sin Observaciones,Decreto Supremo,26-02-2009,0,0,-71.23780491,-28.73063197
Iglesia y el convento  de la Virgen del Carmen de Chillán,Convento,01289_MH_16101,161,Monumento Histórico,23-03-2012,Iglesia y el convento  de la Virgen del Carmen de Chillán,01288_MH_16101,Sin Observaciones,Decreto,29-05-2012,0,0,-72.11060859,-36.60526574
Acueducto de Amolanas,construcción 1,01323_MH_03103,80,Monumento Histórico,18-01-2013,Acueducto de Amolanas,00326_MH_03103,Sin Observaciones,Decreto Supremo,18-02-2013,0,0,-70.00211346,-27.97904284
Conjunto arquitectónico ubicado en el pueblo de El Melón,Liceo Felipe Cortés,00684_MH_05506,1014,Monumento Histórico,08-10-1997,Conjunto arquitectónico ubicado en el pueblo de El Melón,00682_MH_05506,Sin Observaciones,Decreto Exento,21-10-1997,0,0,-71.21092388,-32.6896235
Equipamiento de Cerro Sombrero: Centro Cívico,Observatorio,01394_MH_12302,421,Monumento Histórico,20-10-2014,Equipamiento de Cerro Sombrero: Centro Cívico,01390_MH_12302,Sin Observaciones,Decreto,19-11-2014,0,0,-69.28995581,-52.77616804
Conjunto de inmuebles y sitios correspondientes a la ex Colonia Dignidad (Fosa CD1),Fosa CD1,01531_MH_07404,208,Monumento Histórico,18-07-2016,Conjunto de inmuebles y sitios correspondientes a la ex Colonia Dignidad (Fosa CD1),01522_MH_07404,Sin Observaciones,Decreto,10-08-2016,0,0,-71.51294644,-36.37853192
"Parque de la Viña Santa Rita, casa principal (fue de Paula Jaraquemada), capilla y bodegas",Casa principal,00099_MH_13402,2017,Monumento Histórico,24-10-1972,"Parque de la Viña Santa Rita, casa principal (fue de Paula Jaraquemada), capilla y bodegas",00098_MH_13402,Sin Observaciones,Decreto Supremo,22-11-1972,0,0,-70.67638544,-33.72492255
Palacio Incaico de La Puerta,No aplica,00314_MH_03103,2558,Monumento Histórico,13-07-1982,Palacio Incaico de La Puerta,No aplica,Sin Observaciones,Decreto Supremo,11-08-1982,0,0,-70.12932456,-27.82362131
Pucará de Punta Brava,No aplica,00315_MH_03103,2558,Monumento Histórico,13-07-1982,Pucará de Punta Brava,No aplica,Sin Observaciones,Decreto Supremo,11-08-1982,0,0,-70.15085914,-27.78435695
Establecimiento metalurgista de Viña del Cerro,No aplica,00316_MH_03103,2558,Monumento Histórico,13-07-1982,Establecimiento metalurgista de Viña del Cerro,No aplica,Sin Observaciones,Decreto Supremo,11-08-1982,0,0,-70.031148,-27.901857
Iglesia de la Ex-Hacienda  de Nantoco.,No aplica,00390_MH_03103,1030,Monumento Histórico,12-12-1984,Iglesia de la Ex-Hacienda  de Nantoco.,00389_MH_03103,Sin Observaciones,Decreto Supremo,22-01-1985,0,0,-70.27043405,-27.5397461
Estación de Ferrocarriles de Cachiyuyo,No aplica,00663_MH_03301,478,Monumento Histórico,27-08-1996,Estación de Ferrocarriles de Cachiyuyo,No aplica,Sin Observaciones,Decreto Exento,02-09-1996,0,0,-70.89836147,-29.03675033
Iglesia Parroquial de Freirina,No aplica,00256_MH_03303,8377,Monumento Histórico,02-10-1980,Iglesia Parroquial de Freirina,No aplica,Sin Observaciones,Decreto Supremo,05-11-1980,0,0,-71.07852845,-28.50900046
Edificio Los Portales,No aplica,00257_MH_03303,8377,Monumento Histórico,02-10-1980,Edificio Los Portales,No aplica,Sin Observaciones,Decreto Supremo,05-11-1980,0,0,-71.0780057,-28.50846731
Iglesia de Santa Inés,No aplica,00209_MH_04101,933,Monumento Histórico,24-11-1977,Iglesia de Santa Inés,No aplica,Sin Observaciones,Decreto Supremo,12-12-1977,0,0,-71.252177,-29.898354
Iglesia de San Francisco de La Serena,No aplica,00218_MH_04101,1025,Monumento Histórico,14-12-1977,Iglesia de San Francisco de La Serena,No aplica,Sin Observaciones,Decreto Supremo,03-01-1978,0,0,-71.24994194,-29.90448473
Capilla del Hospital San Juan de Dios,No aplica,00282_MH_04101,499,Monumento Histórico,12-02-1981,Capilla del Hospital San Juan de Dios,No aplica,Sin Observaciones,Decreto Supremo,09-03-1981,0,0,-71.24986964,-29.90867533
Catedral de La Serena,No aplica,00272_MH_04101,499,Monumento Histórico,12-02-1981,Catedral de La Serena,No aplica,Sin Observaciones,Decreto Supremo,09-03-1981,0,0,-71.251386,-29.903298
"Capilla de la Casa de la Providencia, Casa de la Providencia, claustro y dependencias que la conforman",Capilla de la Casa de la Providencia,00273_MH_04101,499,Monumento Histórico,12-02-1981,"Capilla de la Casa de la Providencia, Casa de la Providencia, claustro y dependencias que la conforman",No aplica,Sin Observaciones,Decreto Supremo,09-03-1981,0,0,-71.24088456,-29.9021628
"Capilla de la Casa de la Providencia, Casa de la Providencia, claustro y dependencias que la conforman",Casa de la Providencia,00274_MH_04101,499,Monumento Histórico,12-02-1981,"Capilla de la Casa de la Providencia, Casa de la Providencia, claustro y dependencias que la conforman",00273_MH_04101,Sin Observaciones,Decreto Supremo,09-03-1981,0,0,-71.24077562,-29.90240737
"Capilla de la Casa de la Providencia, Casa de la Providencia, claustro y dependencias que la conforman",Claustro de la Providencia,00275_MH_04101,499,Monumento Histórico,12-02-1981,"Capilla de la Casa de la Providencia, Casa de la Providencia, claustro y dependencias que la conforman",00273_MH_04101,Sin Observaciones,Decreto Supremo,09-03-1981,0,0,-71.24053245,-29.90243317
Casa Piñera,No aplica,00276_MH_04101,499,Monumento Histórico,12-02-1981,Casa Piñera,No aplica,Sin Observaciones,Decreto Supremo,09-03-1981,0,0,-71.25054046,-29.90177862
Ex Pabellón de la Exposición de París,No aplica,00411_MH_13106,131,Monumento Histórico,03-04-1986,Ex Pabellón de la Exposición de París,No aplica,Sin Observaciones,Decreto Supremo,29-04-1986,0,0,-70.68415054,-33.4445895
Casa Carmona,No aplica,00277_MH_04101,499,Monumento Histórico,12-02-1981,Casa Carmona,No aplica,Sin Observaciones,Decreto Supremo,09-03-1981,0,0,-71.24994897,-29.90961739
Casa Herreros,No aplica,00278_MH_04101,499,Monumento Histórico,12-02-1981,Casa Herreros,No aplica,Sin Observaciones,Decreto Supremo,09-03-1981,0,0,-71.25260804,-29.90132926
Casa Chadwick,No aplica,00279_MH_04101,499,Monumento Histórico,12-02-1981,Casa Chadwick,No aplica,Sin Observaciones,Decreto Supremo,09-03-1981,0,0,-71.25118272,-29.90048975
Casa González Videla,No aplica,00280_MH_04101,499,Monumento Histórico,12-02-1981,Casa González Videla,No aplica,Sin Observaciones,Decreto Supremo,09-03-1981,0,0,-71.25281451,-29.90310063
Iglesia y Convento de la Recoleta Franciscana,Iglesia,00125_MH_13127,935,Monumento Histórico,24-07-1973,Iglesia y Convento de la Recoleta Franciscana,No aplica,Sin Observaciones,Decreto Supremo,0:00:00,0,0,-70.6478132,-33.43065327
Casa del Pilar de Esquina,No aplica,00386_MH_13127,646,Monumento Histórico,26-10-1984,Casa del Pilar de Esquina,No aplica,Sin Observaciones,Decreto Supremo,13-12-1984,0,0,-70.64741214,-33.43122324
Iglesia y Convento de San Francisco,Convento,00030_MH_13101,5058,Monumento Histórico,06-07-1951,Iglesia y Convento de San Francisco,00029_MH_13101,Sin Observaciones,Decreto Supremo,0:00:00,0,0,-70.64752732,-33.44382216
Mural Historia de La Serena del Pintor Gregorio de la Fuente,No aplica,00562_MH_04101,265,Monumento Histórico,25-05-1992,Mural Historia de La Serena del Pintor Gregorio de la Fuente,No aplica,Sin Observaciones,Decreto Supremo,08-07-1992,"0,028",280,-71.256819,-29.902702
Edificio Isabel Bongard,No aplica,00633_MH_04101,382,Monumento Histórico,23-06-1995,Edificio Isabel Bongard,No aplica,Sin Observaciones,Decreto Exento,28-06-1995,0,0,-71.24678816,-29.91017222
Edificio ubicado en Av. Francisco de Aguirre Nº 260,No aplica,00861_MH_04101,1074,Monumento Histórico,31-10-2002,Edificio ubicado en Av. Francisco de Aguirre Nº 260,No aplica,Sin Observaciones,Decreto Exento,26-11-2002,"10,953",10953,-71.253416,-29.90542628
Iglesia de Guayacán,No aplica,00219_MH_04102,1025,Monumento Histórico,14-12-1977,Iglesia de Guayacán,No aplica,Sin Observaciones,Decreto Supremo,03-01-1978,0,0,-71.34658142,-29.96700495
Casa de Administración del Establecimiento de Guayacán,No aplica,00539_MH_04102,721,Monumento Histórico,25-10-1990,Casa de Administración del Establecimiento de Guayacán,No aplica,Sin Observaciones,Decreto Supremo,29-11-1990,0,0,-71.34621979,-29.9669723
Iglesia Parroquial de Andacollo,No aplica,00265_MH_04103,72,Monumento Histórico,12-01-1981,Iglesia Parroquial de Andacollo,No aplica,Sin Observaciones,Decreto Supremo,09-02-1981,0,0,-71.084784,-30.23145
Tumba de Gabriela Mistral,No aplica,00039_MH_04105,14693,Monumento Histórico,28-11-1961,Tumba de Gabriela Mistral,No aplica,Sin Observaciones,Ley,0:00:00,0,0,-70.49578693,-30.09554032
Iglesia San Antonio de Barraza,No aplica,00220_MH_04301,1025,Monumento Histórico,14-12-1977,Iglesia San Antonio de Barraza,No aplica,Sin Observaciones,Decreto Supremo,03-01-1978,0,0,-71.48155971,-30.65552426
Bosque petrificado al norte de  Pichasca y yacimiento de huesos de dinosaurio,No aplica,00057_MH_04305,7365,Monumento Histórico,29-07-1969,Bosque petrificado al norte de  Pichasca y yacimiento de huesos de dinosaurio,No aplica,Sin Observaciones,Decreto Supremo,10-09-1969,0,0,-70.881711,-30.396637
Iglesia Parroquial de Mincha,No aplica,00255_MH_04202,6487,Monumento Histórico,31-07-1980,Iglesia Parroquial de Mincha,No aplica,Sin Observaciones,Decreto Supremo,12-08-1980,0,0,-71.445459,-31.586852
Antigua Escuela Rural,No aplica,00525_MH_05401,814,Monumento Histórico,31-12-1990,Antigua Escuela Rural,No aplica,Sin Observaciones,Decreto Supremo,14-02-1991,0,0,-71.18850557,-32.47505527
Iglesia de La Merced y parte del Convento,Iglesia,00200_MH_13101,804,Monumento Histórico,26-10-1977,Iglesia de La Merced y parte del Convento,No aplica,Sin Observaciones,Decreto Supremo,0:00:00,0,0,-70.6467354,-33.43834654
Iglesia de la Veracruz y casas contiguas a ambos lados de la iglesia,Iglesia,00331_MH_13101,616,Monumento Histórico,29-06-1983,Iglesia de la Veracruz y casas contiguas a ambos lados de la iglesia,No aplica,Sin Observaciones,Decreto Supremo,28-07-1983,0,0,-70.64130679,-33.43873999
Iglesia del Santísimo Sacramento,No aplica,00412_MH_13101,132,Monumento Histórico,03-04-1986,Iglesia del Santísimo Sacramento,No aplica,Sin Observaciones,Decreto Supremo,29-04-1986,0,0,-70.63854533,-33.45773047
Antigua  Escuela Militar,No aplica,00515_MH_13101,722,Monumento Histórico,25-10-1990,Antigua  Escuela Militar,No aplica,Sin Observaciones,Decreto Supremo,05-12-1990,0,0,-70.65621407,-33.45703974
Palacio Bruna,No aplica,00640_MH_13101,481,Monumento Histórico,16-08-1995,Palacio Bruna,No aplica,Sin Observaciones,Decreto Exento,31-08-1995,0,0,-70.63931651,-33.437097
Casa donde nació el Presidente Manuel Montt,No aplica,00011_MH_05404,4542,Monumento Histórico,25-01-1929,Casa donde nació el Presidente Manuel Montt,No aplica,Sin Observaciones,Ley,0:00:00,0,0,-70.93363087,-32.25230806
Pila de bronce de la Plaza de Zapallar,No aplica,00088_MH_05405,542,Monumento Histórico,09-03-1972,Pila de bronce de la Plaza de Zapallar,No aplica,Sin Observaciones,Decreto Supremo,17-04-1972,0,0,-71.45894059,-32.5531112
Casa Hildesheim Baviera (Réplica de casa construida en el siglo XVII en Hildesheim),No aplica,00157_MH_05405,761,Monumento Histórico,26-09-1975,Casa Hildesheim Baviera (Réplica de casa construida en el siglo XVII en Hildesheim),No aplica,Sin Observaciones,Decreto Supremo,09-10-1975,0,0,-71.46109183,-32.55291228
Iglesia Nuestra Señora de Las Mercedes,No aplica,00642_MH_05403,532,Monumento Histórico,20-09-1995,Iglesia Nuestra Señora de Las Mercedes,No aplica,Sin Observaciones,Decreto Exento,30-03-2009,0,0,-71.44956475,-32.50644394
Casas Patronales de la Ex-Hacienda Polpaico,No aplica,00477_MH_13303,491,Monumento Histórico,29-09-1989,Casas Patronales de la Ex-Hacienda Polpaico,No aplica,Sin Observaciones,Decreto Supremo,09-02-1990,0,0,-70.88889936,-33.15079553
Edificios de la Maestranza San Bernardo,Calderería,01224_MH_13401,46,Monumento Histórico,19-01-2010,Edificios de la Maestranza San Bernardo,01222_MH_13401,Sin Observaciones,Decreto,02-03-2010,0,0,-70.692983,-33.607264
Mural Los trabajadores del campo de la ex Escuela Rebeca.,No aplica,01508_MH_13130,76,Monumento Histórico,11-03-2016,Mural Los trabajadores del campo de la ex Escuela Rebeca.,01504_MH_13130,Sin Observaciones,Decreto,30-03-2016,0,0,-70.65262691,-33.51398285
Iglesia y Convento de San Francisco de Curimón,Convento,00071_MH_05701,1749,Monumento Histórico,26-07-1971,Iglesia y Convento de San Francisco de Curimón,00070_MH_05701,Sin Observaciones,Decreto Supremo,0:00:00,0,0,-70.69076705,-32.78415947
Iglesia y convento de San Francisco del Almendral,Iglesia,00102_MH_05701,17813,Monumento Histórico,17-11-1972,Iglesia y convento de San Francisco del Almendral,No aplica,Sin Observaciones,Ley,0:00:00,0,0,-70.6928265,-32.74969757
Iglesia y convento de San Francisco del Almendral,Convento,00103_MH_05701,17813,Monumento Histórico,17-11-1972,Iglesia y convento de San Francisco del Almendral,00102_MH_05701,Sin Observaciones,Ley,0:00:00,0,0,-70.6928265,-32.74969757
Catedral de San Felipe,No aplica,00473_MH_05701,490,Monumento Histórico,29-09-1989,Catedral de San Felipe,No aplica,Sin Observaciones,Decreto Supremo,22-11-1989,0,0,-70.72447921,-32.750218
Iglesia del Buen Pastor,No aplica,00474_MH_05701,490,Monumento Histórico,29-09-1989,Iglesia del Buen Pastor,No aplica,Sin Observaciones,Decreto Supremo,22-11-1989,0,0,-70.71992458,-32.75572293
Casa donde nació José Antonio Salinas,No aplica,00104_MH_05705,17813,Monumento Histórico,17-11-1972,Casa donde nació José Antonio Salinas,No aplica,Sin Observaciones,Ley,17-11-1972,0,0,-70.71680162,-32.62572232
Refugio de Correos,No aplica,00377_MH_05301,409,Monumento Histórico,24-07-1984,Refugio de Correos,No aplica,Sin Observaciones,Decreto Supremo,24-09-1984,0,0,-70.15186192,-32.86824037
Iglesia y coro adyacente de las Carmelitas descalzas de Los Andes,Iglesia,00461_MH_05301,788,Monumento Histórico,23-09-1987,Iglesia y coro adyacente de las Carmelitas descalzas de Los Andes,No aplica,Sin Observaciones,Decreto Supremo,22-10-1987,0,0,-70.60318355,-32.83252907
Iglesia y coro adyacente de las Carmelitas descalzas de Los Andes,Convento,00462_MH_05301,788,Monumento Histórico,23-09-1987,Iglesia y coro adyacente de las Carmelitas descalzas de Los Andes,00461_MH_05301,Sin Observaciones,Decreto Supremo,22-10-1987,0,0,-70.60318355,-32.83252907
Edificio de la Gobernación Provincial de Los Andes,No aplica,00784_MH_05301,9,Monumento Histórico,12-01-2000,Edificio de la Gobernación Provincial de Los Andes,No aplica,Sin Observaciones,Decreto Exento,25-01-2000,"0,1857","1857,06",-70.59836496,-32.83290714
Viejos galpones de La Maestranza y antigua tornamesa del ferrocarril de la Estación Barón,Viejos galpones de la Maestranza del ferrocarril de la Estación Barón,00427_MH_05101,1552,Monumento Histórico,03-12-1986,Viejos galpones de La Maestranza y antigua tornamesa del ferrocarril de la Estación Barón,No aplica,Sin Observaciones,Decreto Supremo,22-01-1987,0,0,-71.60321624,-33.03759246
Conjunto de Bienes Pertenecientes al Desarrollo del Complejo Forestal y Maderero Panguipulli,Conjunto de 3 casas de la Administración del Complejo Industrial - Casa 3,01735_MH_14108,32,Monumento Histórico,07-06-2019,Conjunto de Bienes Pertenecientes al Desarrollo del Complejo Forestal y Maderero Panguipulli,01730_MH_14108,Sin Observaciones,Decreto,06-07-2019,0,0,-71.94590242,-39.84927792
Casa donde nació el Presidente Pedro Aguirre Cerda,No aplica,00105_MH_05302,17813,Monumento Histórico,17-11-1972,Casa donde nació el Presidente Pedro Aguirre Cerda,No aplica,Sin Observaciones,Ley,17-11-1972,0,0,-70.61591643,-32.86932492
Escuela F-511,No aplica,00249_MH_05302,4067,Monumento Histórico,11-12-1979,Escuela F-511,No aplica,Sin Observaciones,Decreto Supremo,28-01-1980,0,0,-70.61586804,-32.86916968
Casa Patronal (sector antigua)  del conjunto de la Ex Hacienda San Vicente Ferrer,No aplica,00620_MH_05302,550,Monumento Histórico,11-11-1994,Casa Patronal (sector antigua)  del conjunto de la Ex Hacienda San Vicente Ferrer,No aplica,Sin Observaciones,Decreto Exento,26-11-1994,0,0,-70.58932732,-32.8799909
Bodega más antigua del conjunto de la Ex Hacienda San Vicente Ferrer,No aplica,00621_MH_05302,550,Monumento Histórico,11-11-1994,Bodega más antigua del conjunto de la Ex Hacienda San Vicente Ferrer,00620_MH_05302,Sin Observaciones,Decreto Exento,26-11-1994,0,0,-70.588587,-32.87943213
Viejos galpones de La Maestranza y antigua tornamesa del ferrocarril de la Estación Barón,Antigua tornamesa del ferrocarril de la Estación Barón,00428_MH_05101,1552,Monumento Histórico,03-12-1986,Viejos galpones de La Maestranza y antigua tornamesa del ferrocarril de la Estación Barón,00427_MH_05101,Sin Observaciones,Decreto Supremo,22-01-1987,0,0,-71.60321624,-33.03759246
"Ramal ferroviario Talca - Constitución, Puente el Álamo",Puente el Álamo,01426_MH_07107,1030,Monumento Histórico,25-05-2007,"Ramal ferroviario Talca - Constitución, Puente el Álamo",01027_MH_MT,Sin Observaciones,Decreto Exento,18-06-2007,0,0,-71.91648764,-35.46017792
